Date,Open,High,Low,Close,Basis,Upper,Lower,Volume,Volume MA,RSI,RSI-based MA,ROC,Williams,Histogram,MACD,Signal,CCI,Smoothing Line,Disparity Index,SES
12/21/17,157.73,158.25,157.37,157.55,155.6405,158.9798381,152.3011619,18638679,34041951.55,62.46522941,60.19622348,1.318327974,-18.18181818,0.141382594,1.285362173,1.143979578,91.68827427,130.9247787,1.166369303,142.6170187
12/22/17,157.31,157.432,156.95,157.37,155.696,159.1107234,152.2812766,23330440,34797981.95,61.85653756,60.73301618,1.079067377,-20.86438152,0.088246853,1.254288144,1.166041292,77.85684387,115.4180981,0.835267034,142.7588821
12/26/17,156.53,156.72,155.95,156.52,155.7125,159.1397781,152.2852219,21918720,34761248.5,59.03549777,61.05218103,0.166389351,-33.53204173,-0.014559237,1.147842246,1.162401482,37.17129869,85.83808485,0.120622853,142.8976877
12/27/17,156.52,156.96,156.39,156.54,155.71,159.1347861,152.2852139,22388186,34619291.8,59.08109612,61.26356604,0.224086049,-40.99264706,-0.087553922,1.05295908,1.140513002,38.26648225,69.11327185,-0.005475252,143.0270997
12/28/17,157.05,157.0653,156.54,156.73,155.8535,159.1957105,152.5112895,25393825,32289666.15,59.52555979,61.42496205,0.089405454,-47.33178654,-0.126988338,0.981777579,1.108765917,42.47225856,57.49103153,-0.007747028,143.1554722
12/29/17,156.9,156.9,155.7,155.76,155.884,159.2110732,152.5569268,33185962,31119191,56.28434052,61.25043754,1.23488886,-75.06234414,-0.217059669,0.837441331,1.054501,-6.170996317,37.91917741,-0.674576966,143.2844302
1/2/18,156.5,158.525,156.17,158.49,156.084,159.5305948,152.6374052,32573272,29797063.2,62.28620863,61.33073139,2.152755398,-8.211143695,-0.09752747,0.932591663,1.030119133,115.5619597,45.46020057,0.947207512,143.4029481
1/3/18,158.61,160.17,158.61,160.03,156.45,159.9400716,152.9599284,29383557,28700283.75,65.09360002,61.65788588,3.585992621,-3.131991051,0.071393351,1.119360821,1.04796747,172.9468599,72.61531281,1.727222369,143.5462751
1/4/18,160.59,160.79,160.0825,160.31,156.825,160.2816024,153.3683976,24776125,27908879.45,65.57740914,61.97590968,4.976753323,-9.430255403,0.181841918,1.275269868,1.09342795,167.8102805,98.52407246,1.705714415,143.7028705
1/5/18,161.04,162.03,160.77,161.92,157.246,161.0169171,153.4750829,26992340,27826108,68.20851357,62.5074698,5.961651724,-1.737756714,0.334314351,1.511320888,1.177006538,211.5410726,132.3378353,2.446740241,143.8606382
1/8/18,161.9,162.63,161.86,162.55,157.6725,161.8001234,153.5448766,23159061,27350750.7,69.16620714,62.85736849,5.895765472,-1.154401154,0.441830391,1.729294527,1.287464135,204.0901721,174.390069,2.618098519,144.0322022
1/9/18,162.85,163.04,162.07,162.56,158.0655,162.4734314,153.6575686,24782448,27185789.8,69.18151015,63.08259181,5.54473445,-6.539509537,0.474958496,1.881162255,1.406203759,166.0800562,184.4936883,2.443328112,144.2081213
1/10/18,161.8,162.21,161.12,162.18,158.3795,163.0145209,153.7444791,34004028,27844914.8,67.85261532,63.43142809,4.835164835,-11.71662125,0.433753637,1.948395805,1.514642169,128.9791624,175.7001488,1.998167149,144.3824641
1/11/18,162.48,163.3,162.21,163.29,158.7595,163.6871505,153.8318495,20473518,27853078.1,69.62264415,63.94549781,4.740218089,-0.131578947,0.44221805,2.067414731,1.625196681,140.3272392,170.2035405,2.431221436,144.5515407
1/12/18,163.03,164.66,162.94,164.49,159.1845,164.5317366,153.8372634,37762708,28520289.55,71.39106286,64.58305734,5.652257692,-1.897321429,0.486106169,2.232829392,1.746723223,148.2770185,157.5507297,2.864111062,144.7295561
1/16/18,165.55,166.415,163.53,164.02,159.5915,165.1071877,154.0758123,41231849,29352147.9,69.73977532,65.14614575,5.147765882,-22.35184321,0.442213058,2.299489546,1.857276488,117.9682869,140.3263527,2.266421423,144.9172803
1/17/18,164.77,166.04,163.9982,165.79,159.9985,166.0557775,153.9412225,33849879,28553834.3,72.24997388,66.0900369,6.357454452,-5.83294447,0.487544997,2.466707734,1.979162737,142.1837599,135.5470934,2.945011665,145.0987561
1/18/18,165.55,166.1999,165.135,165.82,160.3575,166.8831383,153.8318617,26432166,28533216.65,72.29043185,67.03356088,5.182366001,-5.552963136,0.474271145,2.572001668,2.097730523,123.8556812,134.5223972,2.541586791,145.2953229
1/19/18,166.32,166.61,165.535,166.34,160.7895,167.6875475,153.8914525,38937588,28909347.65,72.99901816,67.99595077,4.853756934,-2.474793767,0.455149851,2.666667837,2.211517986,119.1158324,130.2801158,2.428360933,145.4903074
1/22/18,166.27,168.12,166.09,168.12,161.319,168.7408566,153.8971434,26081388,28264786.95,75.24892312,69.35056381,6.607482562,0,0.512738741,2.852441413,2.339702671,139.203586,128.4654293,2.964683649,145.6883794
1/23/18,168.64,169.66,168.555,169.51,161.917,169.9314222,153.9025778,37989650,29232335.5,76.81555356,70.38837416,7.604900654,-1.357466063,0.58933166,3.076367247,2.487035586,150.7175609,135.0152841,3.317906945,145.9014798
1/24/18,169.81,170.24,167.44,168.41,162.469,170.6732011,154.2647989,54287377,30780182.35,73.01744482,70.95436308,6.893049825,-18.01624415,0.513571619,3.129000111,2.615428491,117.3843889,130.0554099,2.274314517,146.1257608
1/25/18,169.55,169.63,167.81,168.35,163.0605,171.1690473,154.9519527,28924956,31130494.15,72.81351572,71.47122783,6.97718752,-19.95776135,0.411490998,3.129792239,2.718301241,105.1538194,126.3150375,1.882551278,146.3374611
1/26/18,169.27,170.952,168.96,170.93,163.78,171.9995036,155.5604964,32038184,31612994.05,75.82806798,72.01548172,9.206491183,-0.223759154,0.465805144,3.300557671,2.834752527,140.2785953,130.5475901,3.042594602,146.5465802
1/29/18,170.52,170.91,169.74,170.1,164.4485,172.4372828,156.4597172,37277849,32207195.25,73.11942757,72.29785461,8.662322729,-8.665581774,0.396617364,3.330524232,2.933906868,112.8888889,125.2846507,2.209956608,146.7782227
1/30/18,168.55,169.42,167.82,168.7,165.0955,172.2133128,157.9776872,44987688,32797281.55,68.81379252,72.27158906,7.637338097,-22.90480065,0.216367868,3.204366703,2.987998835,77.22963201,110.5870649,1.10228805,146.9997795
1/31/18,169.67,169.9899,168.34,169.4,165.641,172.308248,158.973752,42449199,33291077.9,69.73901859,72.40633215,8.757062147,-17.75337451,0.109479965,3.124848791,3.015368826,85.18304497,104.1467961,1.208994269,147.2059316
2/1/18,168.12,169.73,167.42,167.96,166.0375,172.2505697,159.8244303,38037875,33723793.8,65.58251433,72.11775145,5.975140387,-37.34398402,-0.082642401,2.912065825,2.994708226,46.69945953,92.45592413,0.149066842,147.4167753
2/2/18,167.34,167.7,164.47,164.61,166.2525,171.9326439,160.5723561,68478082,35908891.65,57.32799346,71.11324649,2.861963382,-85.44866613,-0.439820084,2.444933121,2.884753205,-43.28918759,55.74236756,-1.853444972,147.6119359
2/5/18,163.13,165.75,158,158.12,166.0625,172.5117662,159.6132338,105372224,39827885.85,45.7446396,69.39930823,-1.366103175,-99.07350216,-1.081112422,1.533362677,2.614475099,-194.704909,-5.776392014,-5.48553472,147.7734175
2/6/18,155.96,162.51,155.1,162.31,166.0505,172.526701,159.574299,118537891,44596827.35,52.21749938,67.96841719,0.240859684,-54.51678022,-1.182827996,1.135940105,2.3187681,-91.29294039,-39.48090649,-2.836642893,147.8717101
2/7/18,161.79,163.55,160.2,160.21,165.933,172.7353175,159.1306825,91028328,47909121.35,49.16467112,66.31657714,-1.439557059,-67.76431996,-1.339732409,0.64410259,1.983834998,-133.9183339,-83.30118227,-3.86315027,148.0088738
2/8/18,160.69,160.8,153.45,153.45,165.4965,174.0905358,156.9024642,94184831,50918161.5,41.12698577,64.0400034,-5.604084646,-100,-1.817339721,-0.287839653,1.529500068,-239.9318834,-140.6274508,-7.408045927,148.1247845
2/9/18,155.66,157.24,150.125,156.1,165.137,174.6251823,155.6488177,113836554,55586313.3,44.80066555,61.86512785,-3.748920952,-71.31127863,-1.866254131,-0.803317596,1.062936535,-159.4417686,-163.857967,-5.318522113,148.1753741
2/12/18,157.67,159.95,156.46,158.87,164.856,174.7292515,154.9827485,63050637,56850709.75,48.30237365,59.82847215,-2.70684059,-58.01123542,-1.631996271,-0.977058804,0.654937468,-96.95968382,-144.308922,-3.192137609,148.250658
2/13/18,157.98,160.01,157.7197,159.69,164.6395,174.7633006,154.5156994,31785595,56378397.05,49.29127572,58.13374578,-2.918110523,-54.07403851,-1.353256497,-1.036633154,0.316623343,-75.41061035,-141.132456,-2.32174065,148.3515418
2/14/18,158.79,162.93,158,162.68,164.484,174.6278561,154.3401439,52107431,57291274.65,52.71613992,56.69821894,-0.81697354,-39.71767417,-0.919679645,-0.832976213,0.086703432,-27.06148838,-119.7610869,-0.245715312,148.4592571
2/15/18,164.14,165.7,162.44,165.7,164.478,174.6188296,154.3371704,51633887,58551360.7,55.84419673,55.27079957,-0.054285542,-25.06615348,-0.407772061,-0.423011644,-0.015239583,18.35082819,-68.10454458,1.839413495,148.5943542
2/16/18,165.18,166.755,164.6799,164.96,164.409,174.5169393,154.3010607,62256291,59717295.85,54.91970067,53.97081907,-0.518634664,-25.32054025,-0.112628354,-0.156025026,-0.043396672,8.378571537,-34.54047657,1.61389676,148.7568578
2/20/18,164.39,166.68,164.31,165.29,164.2675,174.2420313,154.2929687,36785626,60252507.75,55.26268131,53.00288256,-0.631237225,-23.6593187,0.099721636,0.081255373,-0.018466263,15.96035277,-11.95646925,1.970167669,148.9107877
2/21/18,166.06,167.72,164.72,164.82,164.033,173.7198779,154.3461221,41161779,60411114.2,54.64774605,51.92493452,-1.962883655,-25.04463147,0.197764974,0.228739955,0.030974981,12.84876982,5.695406786,1.885842713,149.0663902
2/22/18,165.54,166.42,164.3769,164.8,163.8525,173.3388752,154.3661248,37074413,59550466,54.62088773,51.14196119,-2.778597133,-16.59562376,0.247290726,0.340088389,0.092797662,16.03621901,14.31494826,2.015820588,149.2160495
2/23/18,166.06,168.17,165.45,168.17,163.8435,173.3131173,154.3738827,50096916,60609064,58.21443301,51.2052783,-0.142509352,0,0.479588628,0.692283448,0.21269482,73.35910609,25.31660384,3.938335754,149.364097
2/26/18,168.93,170.4,168.82,170.4,163.817,173.2097996,154.4242004,39266658,60970487.7,60.37091836,52.2500125,1.217701218,0,0.740421917,1.138222216,0.397800299,112.224893,46.08586814,4.748732135,149.5427531
2/27/18,170.42,170.73,168.21,168.29,163.7265,172.9079079,154.5450921,42209873,61217088.9,57.45729509,52.62428362,-1.544491897,-11.84178597,0.726811088,1.306314159,0.579503071,79.26458583,58.74671475,3.180741253,149.7408969
2/28/18,169.25,169.8,167.1,167.21,163.652,172.6938949,154.6101051,42936334,61114521.2,56.02021135,53.11396507,-1.699000588,-17.08323223,0.605973151,1.336969509,0.730996359,62.77457259,68.73187531,2.205262767,149.9171134
3/1/18,167.29,168.07,163.001,164.48,163.406,172.0687372,154.7432628,76809904,62832556.45,52.56881829,53.93123882,-2.501481921,-30.33244358,0.317581582,1.127973336,0.810391754,19.98994919,69.52262135,0.054747856,150.0813958
3/2/18,162.59,166.28,161.96,165.99,163.3075,171.8040778,154.8109222,57445063,63802915.85,54.18993868,54.60190118,-2.012987013,-33.21653819,0.209151668,1.071831339,0.862679671,51.05147968,65.06109606,0.541242131,150.2181826
3/5/18,165.26,168.26,164.59,167.83,163.4685,172.1770849,154.7599151,38540207,62306022.1,56.08907106,55.15809386,-0.077399381,-22.29003174,0.239785438,1.162411469,0.922626031,80.06131028,58.62837951,1.26319328,150.3680148
3/6/18,168.61,169.11,167.48,168.54,163.9895,172.6020733,155.3769267,29480927,58511457.25,56.80660533,55.69490311,2.387461272,-17.2034564,0.283315279,1.276770129,0.99345485,87.63643542,60.30274943,1.305191571,150.5339037
3/7/18,167.26,169.07,166.96,168.93,164.3205,173.1554159,155.4855841,34609407,54315033.05,57.20549674,56.01557146,6.836579813,-20.52451539,0.311578835,1.382928394,1.071349559,87.99358589,65.34655209,1.267871594,150.7049616
3/8/18,169.54,169.98,168.95,169.86,164.803,173.7407002,155.8652998,25828371,51055035.2,58.16228117,56.18114892,4.651592631,-9.92018244,0.362543545,1.52452899,1.161985445,100.4838405,81.44533036,1.644319255,150.8780995
3/9/18,171.1,173.16,170.82,173.16,165.7885,173.8002046,157.7767954,38310546,48261320.95,61.34672652,56.64022219,8.083140878,0,0.575486797,1.881343942,1.305857145,161.1521014,103.4654547,3.257133365,151.0584275
3/12/18,173.65,174.48,173.28,174.08,166.6875,174.1662028,159.2087972,37634971,44451241.8,62.18012029,57.13432498,13.44411861,-3.194888179,0.725594534,2.212850312,1.487255778,166.5258771,120.7583681,3.418542282,151.2683925
3/13/18,174.8,175.21,171.2666,171.71,167.3295,174.1927921,160.4662079,55638925,44080656.2,58.78923784,57.43014582,10,-26.41509434,0.616835401,2.258300029,1.641464628,105.522433,124.3355676,1.713173539,151.4851027
3/14/18,172.58,172.74,170.93,171.68,167.929,174.0755564,161.7824436,40536383,44518195.6,58.74712533,57.72487708,8.063196324,-26.64150943,0.499452302,2.265780006,1.766327704,97.95012404,126.3268752,1.400226973,151.6772393
3/15/18,171.83,172.53,170.9,171.53,168.3715,174.2093053,162.5336947,28810366,43353342.35,58.52943055,57.7473769,7.414365333,-27.77358491,0.374020813,2.23385372,1.859832907,85.78276604,123.3866603,1.168223315,151.8672655
3/16/18,171.78,172.2,170.935,171.02,168.6375,174.448909,162.826091,31176742,42330485.1,57.77353865,57.56184978,5.126628965,-31.62264151,0.226293247,2.142699465,1.916406219,64.48120708,104.0524815,0.841086463,152.0540615
3/19/18,169.16,169.22,165.6393,167.1,168.7445,174.3565102,163.1324898,71395061,42787423.6,52.3745546,57.19879688,0.844900422,-61.20754717,-0.145798948,1.734157534,1.879956482,-46.3183985,61.48362633,-1.420914239,152.2342379
3/20/18,167.1,168.04,166.61,167.65,168.8625,174.2746932,163.4503068,34075664,42651925.5,53.01431256,56.98408983,1.630698351,-57.05660377,-0.353415594,1.438186989,1.791602583,-35.75509602,33.22812053,-1.114781173,152.3754626
3/21/18,167.23,168.76,166.19,166.92,168.9675,174.1379966,163.7970034,43863543,42787013.7,52.05058811,56.94707339,0.986145562,-62.56603774,-0.52793965,1.131678021,1.659617671,-62.90322581,1.057450558,-1.646464646,152.5205707
3/22/18,164.7,165.77,162.59,162.8,168.8675,174.4198,163.3152,66607288,44263657.45,47.03892466,56.43628667,-1.22557942,-98.33597464,-0.887711671,0.549978082,1.437689753,-179.2797784,-51.95505833,-3.945111492,152.6573653
3/23/18,162.6,163.3,158.43,158.51,168.3845,175.5436298,161.2253702,80110392,45764331.25,42.60334439,55.47302048,-3.816747573,-99.52324195,-1.353559411,-0.254259511,1.0992999,-243.2292629,-113.4971523,-6.107493579,152.7537203
3/26/18,161.68,164.6,159.16,164.4,168.0845,175.3821667,160.7868333,57481503,46675073.5,49.40547546,54.94436835,-2.241779152,-64.42193087,-1.208723997,-0.411605096,0.797118901,-87.86740595,-121.8069538,-2.447708055,152.808405
3/27/18,165.6,165.62,157.68,159.08,167.624,175.9074447,159.3405553,78889105,48509035.1,44.46300612,54.03419045,-6.643192488,-92.01369082,-1.401357808,-0.954578359,0.446779449,-177.3018739,-150.1163094,-5.208767823,152.9185251
3/28/18,158.25,159.78,156.04,157.25,167.126,176.5659754,157.6860246,89369655,50830701.15,42.92892342,52.94609346,-6.560104581,-93.68805425,-1.569494985,-1.515089282,0.054405703,-175.0877566,-172.5532155,-5.793597474,152.9770592
3/29/18,158.13,161.71,156.6338,160.13,166.9085,176.7732073,157.0437927,68692566,50424834.25,45.97523719,51.84812994,-4.234196519,-78.66458007,-1.409305724,-1.707226452,-0.297920728,-112.4143335,-159.1801266,-3.530333153,153.0176521
4/2/18,159,159.74,153.88,155.51,166.3845,177.4312452,155.3377548,85549443,51830053.25,42.22095808,50.4224755,-5.453550584,-92.35818097,-1.527145584,-2.206852708,-0.679707124,-154.2104946,-141.3763729,-5.558953537,153.0852194
4/3/18,156.92,157.92,154.44,157.26,165.856,177.5669665,154.1450335,64090049,53107545.35,44.01911997,49.36746708,-5.259352973,-82.07847296,-1.403072159,-2.433547323,-1.030475164,-110.4004521,-145.8829821,-3.893768225,153.1082548
4/4/18,154.27,160.23,154.04,159.74,165.416,177.3496774,153.4823226,65768692,54921933.6,46.47074313,48.49058263,-4.82035393,-68.57908847,-1.084091527,-2.385589572,-1.301498046,-69.99112163,-124.4208317,-1.86669007,153.1476964
4/5/18,161.33,161.58,159.48,160.65,165.002,176.9936798,153.0103202,43054868,55344206.65,47.34935649,47.69200592,-4.681381274,-63.04585153,-0.757391194,-2.248237038,-1.490845844,-53.05052721,-100.0133858,-0.834207811,153.2103233
4/6/18,158.94,160.4601,155.88,156.63,164.3405,176.6428615,152.0381385,59870865,57046331.35,44.03371905,46.71059023,-7.281122358,-82.07301173,-0.755873308,-2.435687479,-1.679814171,-92.04643806,-95.93980672,-2.698313388,153.2810002
4/9/18,158.01,160.88,157.46,157.73,163.569,175.4916791,151.6463209,41810380,57221323.05,45.12561109,46.19280855,-7.141175085,-74.12634409,-0.629783823,-2.46704395,-1.837260127,-72.12782647,-79.52327309,-1.605874542,153.3128157
4/10/18,160.13,161.73,159.07,161.21,162.9255,173.8575931,151.9934069,48601323,57769640.65,48.43097404,45.86542723,-6.901131901,-50.73924731,-0.278903649,-2.185889688,-1.906986039,-23.52933108,-62.14904889,0.854402946,153.354779
4/11/18,160.2,162,160.1,160.28,162.354,172.5603929,152.1476071,41622139,57068801.35,47.63469196,45.55000607,-7.927389706,-46.17325484,-0.086322962,-2.014889742,-1.92856678,-31.23399898,-54.39762436,0.570998306,153.4294036
4/12/18,161.3,162.77,161.16,162.21,161.8805,171.1478048,152.6131952,30467889,56565376.65,49.42665956,45.72055857,-5.532584008,-29.04599659,0.17965854,-1.703993605,-1.883652145,5.692911073,-42.6489367,1.808938442,153.4944842
4/13/18,163.01,163.26,160.67,161.37,161.3725,169.5137674,153.2312326,44604892,57355102.95,48.67383386,46.15416496,-6.005358807,-36.20102215,0.300518654,-1.508003827,-1.808522481,-0.051293888,-24.24990787,1.152029372,153.5772816
4/16/18,162.45,163.19,161.48,162.6,160.9515,167.8259288,154.0770712,28180780,57205304.85,49.83566883,46.18489306,-5.206086399,-25.72402044,0.455501429,-1.239145695,-1.694647124,39.68010398,-1.888321778,2.005242758,153.6513124
4/17/18,164.19,166.4592,163.91,166.1,160.9015,167.6088371,154.1941629,35536087,55412356.15,52.98076907,46.7933047,-2.876856508,-2.855507504,0.76757509,-0.735178262,-1.502753351,127.6653221,28.35060886,3.874175292,153.736325
4/18/18,166.12,167,165.31,166.44,160.841,167.321762,154.360238,29573880,55187266.95,53.27628312,47.53240182,-0.39497307,-4.268292683,0.958337581,-0.304831375,-1.263168956,140.956409,62.78869046,3.661260043,153.8537799
4/19/18,165.65,165.99,164.34,164.91,160.7405,166.8952038,154.5857962,34705692,54729374.4,51.75619799,47.94532759,-1.634357292,-15.92987805,0.94154122,-0.086242432,-1.027783651,109.5413555,83.55837934,2.490411251,153.973349
4/20/18,164.49,164.61,161.73,162.3,160.7155,166.8405289,154.5904711,49197140,53858867,49.26607144,48.44854997,-2.767792955,-36.2654321,0.724462444,-0.122205596,-0.84666804,42.08415503,91.98546913,0.565186795,154.0772472
4/23/18,163.08,163.73,161.02,161.89,160.8845,166.9429469,154.8260531,33040646,51505379.7,48.88241239,48.795928,-0.558968059,-39.42901235,0.531977824,-0.181695761,-0.713673584,27.26594807,89.50263794,0.106004258,154.1553633
4/24/18,162.62,162.905,157.39,158.46,160.5875,166.5082968,154.6667032,70256751,52144142.1,45.78485047,48.74693567,-0.031543751,-76.79856115,0.171056875,-0.499852491,-0.670909366,-59.58132045,52.05330943,-1.959536499,154.2288424
4/25/18,158.8,159.31,156.47,158.65,160.566,166.5116081,154.6203919,52089323,50804153,45.98175591,48.64924991,-3.49756691,-75.08992806,-0.045886559,-0.728267564,-0.682381005,-53.1779073,13.22644617,-1.755146454,154.2690384
4/26/18,160.72,162.53,160.18,161.99,160.803,166.5763841,155.0296159,43005532,48485946.85,49.34053142,49.02830794,1.829268293,-47.57834758,0.039915083,-0.632487151,-0.672402235,34.42076265,-1.7976724,0.075899989,154.3106575
4/27/18,164.35,164.41,161.17,162.09,160.901,166.6918752,155.1101248,51043406,47603488.85,49.43827907,49.33635565,3.077901431,-46.62867996,0.104113405,-0.542260478,-0.646373883,34.16813943,-3.380875519,-0.054613521,154.3836113
4/30/18,162.48,163.48,160.54,160.94,161.1725,166.4095903,155.9354097,35615273,45106780.35,48.324745,49.32876786,0.505839006,-57.54985755,0.071396427,-0.55712835,-0.628524777,-7.668521954,-10.36776952,-0.751906195,154.4568219
5/1/18,160.52,162.8,160.14,162.78,161.4485,166.4060892,156.4909108,36513529,43727954.35,50.18887797,49.51120972,4.674940518,-40.07597341,0.170301982,-0.4156473,-0.585949281,47.15360779,10.97921612,0.272359673,154.5184121
5/2/18,163.1,163.57,161.63,161.82,161.5525,166.4492576,156.6557424,38646842,42371861.85,49.22673607,49.49692947,2.89965662,-49.19278253,0.167443586,-0.376644798,-0.544088385,9.878594839,23.59051655,-0.301891442,154.5968972
5/3/18,161.08,162.4,159.22,161.8,161.61,166.4899959,156.7300041,60337134,43235975.15,49.20632801,49.53496477,1.289595593,-49.38271605,0.160558327,-0.343390476,-0.503948803,7.192882832,18.14494059,-0.333073738,154.6655167
5/4/18,161.11,165.25,160.98,164.87,162.022,166.5276436,157.5163564,41543243,42319594.05,52.3549282,49.71491187,2.626828509,-20.22792023,0.34834068,-0.068522953,-0.416863633,117.9149588,34.89430446,1.456677685,154.7332943
5/7/18,165.64,166.78,165.51,166.24,162.4475,166.8577919,158.0372081,32500152,41854082.65,53.68537843,49.76524111,6.135478516,-7.217473884,0.539009092,0.256897732,-0.28211136,150.428876,66.51378405,2.293444914,154.829593
5/8/18,165.83,166.43,164.86,166.07,162.6905,167.3308339,158.0501661,26040170,40726025,53.49289404,49.78071331,5.287516642,-6.886517944,0.621983565,0.495368096,-0.126615469,121.2822652,81.33951554,2.205458917,154.9379919
5/9/18,166.4,168,165.78,167.88,163.0705,168.0883859,158.0526141,29122718,40101053.95,55.26624589,50.03143102,4.137460455,-1.040763226,0.758049251,0.820946095,0.062896844,152.562669,109.8763304,3.18467982,155.0437459
5/10/18,168.43,169.74,168.29,169.62,163.441,169.1908866,157.6911134,27067597,39931039.35,56.90663578,50.57718562,5.827302221,-0.904295403,0.914063709,1.20547648,0.291412771,167.4389616,141.9255461,3.920178548,155.1656904
5/11/18,169.35,169.86,168.72,169.46,163.8455,170.0740294,157.6169706,24688847,38935237.1,56.70806392,51.13616073,4.469514826,-2.987303958,0.951066238,1.480245568,0.529179331,138.7298234,146.088519,3.479349405,155.3030063
5/14/18,169.8398,170.82,169.47,169.75,164.203,170.9071572,157.4988428,21821749,38617285.55,56.99054358,51.93656738,5.193034641,-7.456445993,0.938084938,1.701785503,0.763700565,126.1685432,141.2364525,3.148492161,155.4374977
5/15/18,168.4,168.5,166.98,167.87,164.2915,171.1386929,157.4443071,49361638,39308563.1,54.59246639,52.55161813,3.241082411,-25.43103448,0.753832828,1.7059916,0.952158772,79.00866589,132.7817326,1.599529652,155.5734665
5/16/18,168.1,169.37,168.01,168.98,164.4185,171.5102368,157.3267632,22941159,38976927.05,55.73450614,53.00833061,1.733895244,-15.86206897,0.66098697,1.778392484,1.117405514,96.64706817,121.5986124,1.963218212,155.6902836
5/17/18,168.4,169.61,167.51,168.33,164.5895,171.8824705,157.2965295,27480164,38615650.65,54.8949181,53.39809054,1.13554434,-21.46551724,0.516474301,1.76299839,1.24652409,75.16704346,103.1442288,1.29856732,155.8165359
5/18/18,167.71,168.26,167.21,167.46,164.8475,172.1632881,157.5317119,26217939,37466690.6,53.76909255,53.78697251,1.546297981,-28.96551724,0.331936434,1.661444632,1.329508198,52.44799117,85.88786237,0.493370997,155.9354138
5/21/18,168.73,169.5,167.68,168.4,165.173,172.5127305,157.8332695,22954565,36962386.55,54.80898886,54.11698043,3.758471965,-20.86206897,0.246738749,1.637931634,1.391192885,64.8832323,73.6308002,0.814607342,156.0448974
5/22/18,169.15,169.45,167.88,168.18,165.659,172.4208338,158.8971662,19477721,34423435.05,54.51098158,54.49442653,3.885354253,-22.75862069,0.153680912,1.583294025,1.429613113,55.40902897,68.91087281,0.409823831,156.1622708
5/23/18,166.9,169.62,166.88,169.6,166.2065,172.3550324,160.0579676,26557835,33146860.65,56.11050904,54.98758232,7.030165341,-12.39837398,0.164885427,1.635719897,1.47083447,82.89364405,66.16018799,0.921915578,156.2764393
5/24/18,169.56,169.85,167.84,169.55,166.5845,172.5772405,160.5917595,27696539,32381411,56.03845748,55.25069156,6.870469587,-21.30872483,0.146664434,1.654165013,1.507500578,75.84592956,66.29596521,0.691866853,156.4030131
5/25/18,169.54,170.33,169.21,169.72,166.966,172.7328827,161.1991173,27460536,31202267.5,56.23687355,55.43294121,4.7718995,-18.45637584,0.124660884,1.663326684,1.5386658,75.73632539,70.95363205,0.644254025,156.5279095
5/29/18,168.91,169.92,167.96,168.97,167.3675,172.4814803,162.2535197,41220468,31482527.25,55.09757083,55.54756098,4.244555494,-36.70634921,0.042443586,1.591720282,1.549276696,51.7979798,68.33658155,0.076572594,156.6532343
5/30/18,169.63,170.48,169.22,170.18,167.7375,172.5310577,162.9439423,22665836,30790142.6,56.57160079,55.64080061,5.741270039,-16.24365482,0.051781326,1.614003354,1.562222028,89.64125149,75.18302606,0.695245703,156.7702436
5/31/18,170.13,171.2,169.63,170.07,168.15,172.1975079,164.1024921,35670946,30641347.8,56.39682195,55.60438534,4.478437154,-26.15740741,0.033657155,1.604293472,1.570636316,86.13728129,75.83175351,0.611023782,156.8976363
6/1/18,170.88,172.84,170.87,172.74,168.697,172.0636904,165.3303096,45543331,29901657.65,59.54710091,55.8071737,6.748238784,-1.677852349,0.176606883,1.791394921,1.614788037,207.7648449,102.2155366,2.049118069,157.0227737
6/4/18,173.16,174.34,173.07,174.3,169.1685,172.8826474,165.4543526,20459634,28847477.2,61.24593843,56.11113047,7.725587145,-0.536193029,0.34178082,2.042014062,1.700233242,257.1213829,138.4925481,2.773390612,157.1720874
6/5/18,174.69,175.13,174.065,174.84,169.5985,173.8143334,165.3826666,24779284,28461433.8,61.8222693,56.62754496,6.047188694,-3.515151515,0.446352765,2.258174198,1.811821433,242.098821,176.5527163,2.790049216,157.3348026
6/6/18,175.0248,175.89,174.14,175.86,170.088,174.7960807,165.3799193,25036647,28411257.65,62.90438588,57.13967923,5.786814244,-0.332963374,0.537073871,2.483163773,1.946089901,220.1372998,202.651926,3.091868353,157.5011019
6/7/18,175.91,175.93,173.55,174.43,170.4155,175.3685333,165.4624667,39600316,28935137.55,60.41145896,57.53371786,5.034021798,-16.57458564,0.456780414,2.517065419,2.060285005,133.2006138,212.0645925,1.993066867,157.6755115
6/8/18,173.57,174.8803,173.18,174.44,170.6565,175.8922398,165.4207602,31780348,29170775.1,60.42284906,58.00898619,3.907553014,-16.4640884,0.364363798,2.515739753,2.151375954,111.2581418,192.7632519,1.702425373,157.8346791
6/11/18,174.3,175.34,174.28,174.91,170.929,176.4469775,165.4110225,22319709,29052318.2,60.97091732,58.44912393,3.118735998,-11.27071823,0.297718919,2.523524604,2.225805684,106.0878603,162.5565473,1.700729715,157.9924297
6/12/18,175.15,176,174.96,175.83,171.233,177.1155474,165.3504526,22511832,29086822.35,62.03948635,58.98687427,3.758999174,-1.864035088,0.278760288,2.574256044,2.295495756,111.4991875,136.4366206,1.911866989,158.1531466
